condition,suite,arity,n,distribution,workers,variant,policy,policy_k,implementation,seed,metric,expected_repeats,count,median,minimum,maximum,q1,q3,iqr
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,commit_wall_ms,3,3,0.02669,0.023814,0.027406,0.025251999999999997,0.027048,0.0017960000000000025
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,extract_ms,3,3,0.09778,0.093546,0.104436,0.095663,0.101108,0.005445000000000005
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,read_worker_ms,3,3,0.105629,0.104705,0.106863,0.10516700000000001,0.10624600000000001,0.0010789999999999966
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,commit_worker_ms,3,3,0.025837,0.022633,0.026157,0.024235,0.025997,0.0017619999999999997
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,reservation_worker_ms,3,3,0.016501,0.016366,0.016786,0.016433499999999997,0.0166435,0.00021000000000000185
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,dependency_worker_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,apply_worker_ms,3,3,0.01694,0.014376,0.017145,0.015658,0.017042500000000002,0.0013845000000000038
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,sync_wait_ms,3,3,0.002921,0.00254,0.00309,0.0027305000000000003,0.0030055,0.00027499999999999964
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_B,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_acceptance_key_visits,3,3,333,333,333,333.0,333.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_build_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_certificate_ms,3,3,0.002883,0.002818,0.003054,0.0028505,0.0029685,0.00011799999999999962
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_count_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_degree_queries,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_degree_requeries,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_graph_bytes,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_heavy_subsets,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_heavy_updates,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_incidences,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_index_payload_bytes,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_initial_core_size,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_initial_degree_evaluations,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_kernel_ms,3,3,0.031533,0.031346,0.032194,0.031439499999999995,0.0318635,0.0004240000000000077
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_light_scans,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_normalize_ms,3,3,0.09778,0.093546,0.104436,0.095663,0.101108,0.005445000000000005
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_profile_links,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_profiles,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_select_ms,3,3,0.004697,0.00454,0.004722,0.004618499999999999,0.0047095,9.10000000000008e-05
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_sort_ms,3,3,0.00018,0.000179,0.000186,0.0001795,0.000183,3.5000000000000038e-06
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_subsets,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_switch_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_switch_queries,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_switch_remaining,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_switch_round,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_switches,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_total_ms,3,3,0.136732,0.131898,0.142386,0.134315,0.139559,0.005243999999999999
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_tree_updates,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_trim_key_visits,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,accept_id,accept_id,,greedy,71,selector_trim_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,commit_count,3,3,68,68,68,68.0,68.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,abort_count,3,3,60,60,60,60.0,60.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,batch_ms,3,3,0.410375,0.40961,0.413077,0.4099925,0.41172600000000004,0.0017335000000000544
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_ms,3,3,0.27366,0.269531,0.276046,0.2715955,0.274853,0.0032575000000000243
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,effective_commits_per_second,3,3,165702.101736,164618.218879,166011.571983,165160.1603075,165856.8368595,696.676552000019
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,ms_per_commit,3,3,0.00603492647059,0.00602367647059,0.00607466176471,0.00602930147059,0.00605479411765,2.5492647059999554e-05
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,peak_rss_kib,3,3,8216,8020,8272,8118.0,8244.0,126.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,runner_peak_rss_kib,3,3,8216,8020,8272,8118.0,8244.0,126.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,read_wall_ms,3,3,0.110282,0.108163,0.112387,0.1092225,0.1113345,0.0021120000000000028
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,commit_wall_ms,3,3,0.026848,0.025317,0.030445,0.0260825,0.0286465,0.002563999999999997
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,extract_ms,3,3,0.096176,0.093938,0.096406,0.095057,0.096291,0.001233999999999999
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,read_worker_ms,3,3,0.10845,0.105957,0.110432,0.10720350000000001,0.10944100000000001,0.0022375000000000034
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,commit_worker_ms,3,3,0.025545,0.024164,0.029208,0.0248545,0.0273765,0.002522
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,reservation_worker_ms,3,3,0.016755,0.016658,0.016901,0.0167065,0.016828,0.00012150000000000008
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,dependency_worker_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,apply_worker_ms,3,3,0.015509,0.015218,0.016535,0.0153635,0.016022,0.0006585000000000011
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,sync_wait_ms,3,3,0.003258,0.003069,0.003359,0.0031635,0.0033085,0.00014499999999999973
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_B,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_acceptance_key_visits,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_build_ms,3,3,0.075253,0.07436,0.081179,0.0748065,0.07821600000000001,0.0034095000000000097
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_certificate_ms,3,3,0.020958,0.020759,0.02801,0.020858500000000002,0.024484,0.0036254999999999968
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_count_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_degree_queries,3,3,312,312,312,312.0,312.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_degree_requeries,3,3,231,231,231,231.0,231.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_graph_bytes,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_heavy_subsets,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_heavy_updates,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_incidences,3,3,243,243,243,243.0,243.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_index_payload_bytes,3,3,33680,33680,33680,33680.0,33680.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_initial_core_size,3,3,81,81,81,81.0,81.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_initial_degree_evaluations,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_kernel_ms,3,3,0.172988,0.166544,0.17308,0.169766,0.17303400000000002,0.003268000000000021
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_light_scans,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_normalize_ms,3,3,0.096176,0.093938,0.096406,0.095057,0.096291,0.001233999999999999
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_profile_links,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_profiles,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_select_ms,3,3,0.035656,0.035476,0.035796,0.035566,0.035726,0.00016000000000000042
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_sort_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_subsets,3,3,162,162,162,162.0,162.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_switch_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_switch_queries,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_switch_remaining,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_switch_round,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_switches,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_total_ms,3,3,0.27366,0.269531,0.276046,0.2715955,0.274853,0.0032575000000000243
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_tree_updates,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_trim_key_visits,3,3,768,768,768,768.0,768.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,71,selector_trim_ms,3,3,0.01388,0.013838,0.01403,0.013859,0.013955,9.60000000000006e-05
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,commit_count,3,3,68,68,68,68.0,68.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,abort_count,3,3,60,60,60,60.0,60.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,batch_ms,3,3,0.406586,0.397781,0.416166,0.4021835,0.41137599999999996,0.009192499999999937
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_ms,3,3,0.273804,0.26684,0.276616,0.270322,0.27520999999999995,0.004887999999999948
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,effective_commits_per_second,3,3,167246.289838,163396.337039,170948.335893,165321.3134385,169097.3128655,3775.9994270000025
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,ms_per_commit,3,3,0.00597920588235,0.00584972058824,0.00612008823529,0.0059144632352950005,0.00604964705882,0.0001351838235249996
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,peak_rss_kib,3,3,8236,7976,8236,8106.0,8236.0,130.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,runner_peak_rss_kib,3,3,8236,7976,8236,8106.0,8236.0,130.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,read_wall_ms,3,3,0.108622,0.107164,0.113496,0.10789299999999999,0.11105899999999999,0.003166000000000002
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,commit_wall_ms,3,3,0.02406,0.023686,0.025924,0.023873,0.024992,0.001119000000000002
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,extract_ms,3,3,0.097173,0.093309,0.097247,0.09524099999999999,0.09720999999999999,0.0019689999999999985
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,read_worker_ms,3,3,0.10628,0.105081,0.111124,0.1056805,0.108702,0.0030214999999999964
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,commit_worker_ms,3,3,0.022872,0.022698,0.024703,0.022785,0.0237875,0.0010025
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,reservation_worker_ms,3,3,0.016717,0.016507,0.016777,0.016612000000000002,0.016746999999999998,0.00013499999999999623
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,dependency_worker_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,apply_worker_ms,3,3,0.014406,0.014304,0.015756,0.014355,0.015081,0.000726000000000001
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,sync_wait_ms,3,3,0.00353,0.003071,0.003593,0.0033005,0.0035615,0.00026099999999999995
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_B,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_acceptance_key_visits,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_build_ms,3,3,0.075547,0.073584,0.075618,0.0745655,0.0755825,0.0010169999999999901
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_certificate_ms,3,3,0.020934,0.020409,0.021695,0.020671500000000002,0.0213145,0.0006429999999999977
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_count_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_degree_queries,3,3,331,331,331,331.0,331.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_degree_requeries,3,3,248,248,248,248.0,248.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_graph_bytes,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_heavy_subsets,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_heavy_updates,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_incidences,3,3,249,249,249,249.0,249.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_index_payload_bytes,3,3,33840,33840,33840,33840.0,33840.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_initial_core_size,3,3,83,83,83,83.0,83.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_initial_degree_evaluations,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_kernel_ms,3,3,0.169847,0.166785,0.17191,0.168316,0.1708785,0.0025624999999999953
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_light_scans,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_normalize_ms,3,3,0.097173,0.093309,0.097247,0.09524099999999999,0.09720999999999999,0.0019689999999999985
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_profile_links,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_profiles,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_select_ms,3,3,0.038758,0.038396,0.039652,0.038577,0.039205000000000004,0.0006280000000000036
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_sort_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_subsets,3,3,158,158,158,158.0,158.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_switch_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_switch_queries,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_switch_remaining,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_switch_round,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_switches,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_total_ms,3,3,0.273804,0.26684,0.276616,0.270322,0.27520999999999995,0.004887999999999948
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_tree_updates,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_trim_key_visits,3,3,768,768,768,768.0,768.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k2_adaptive,eas,2,adaptive,101,selector_trim_ms,3,3,0.013984,0.013905,0.014113,0.0139445,0.0140485,0.00010399999999999993
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,commit_count,3,3,69,69,69,69.0,69.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,abort_count,3,3,59,59,59,59.0,59.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,batch_ms,3,3,0.41646,0.411419,0.479825,0.4139395,0.4481425,0.03420299999999998
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_ms,3,3,0.282221,0.27916,0.345391,0.2806905,0.31380600000000003,0.03311550000000002
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,effective_commits_per_second,3,3,165682.17836,143802.427969,167712.234972,154742.3031645,166697.206666,11954.903501500026
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,ms_per_commit,3,3,0.00603565217391,0.0059625942029,0.00695398550725,0.005999123188405,0.00649481884058,0.0004956956521749998
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,peak_rss_kib,3,3,8044,7976,8352,8010.0,8198.0,188.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,runner_peak_rss_kib,3,3,8044,7976,8352,8010.0,8198.0,188.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,read_wall_ms,3,3,0.107638,0.107548,0.109695,0.107593,0.1086665,0.001073500000000005
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,commit_wall_ms,3,3,0.024583,0.024377,0.026697,0.024480000000000002,0.02564,0.0011599999999999978
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,extract_ms,3,3,0.094981,0.094124,0.098807,0.0945525,0.09689400000000001,0.0023415000000000102
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,read_worker_ms,3,3,0.10586,0.105851,0.107872,0.10585549999999999,0.10686599999999999,0.0010104999999999975
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,commit_worker_ms,3,3,0.023268,0.023129,0.025714,0.0231985,0.024491,0.0012924999999999985
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,reservation_worker_ms,3,3,0.01655,0.016379,0.016697,0.0164645,0.0166235,0.00015899999999999942
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,dependency_worker_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,apply_worker_ms,3,3,0.015008,0.014879,0.016539,0.0149435,0.015773500000000003,0.0008300000000000026
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,sync_wait_ms,3,3,0.003003,0.00277,0.003071,0.0028865,0.0030369999999999998,0.0001504999999999996
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_B,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_acceptance_key_visits,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_build_ms,3,3,0.074263,0.073608,0.141406,0.0739355,0.1078345,0.033899
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_certificate_ms,3,3,0.020676,0.020428,0.021645,0.020552,0.0211605,0.0006084999999999979
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_count_ms,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_degree_queries,3,3,390,390,390,390.0,390.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_degree_requeries,3,3,307,307,307,307.0,307.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_graph_bytes,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_heavy_subsets,3,3,0,0,0,0.0,0.0,0.0
l2-n128-zipf-w1,main,2,128,zipf,1,eas_k1_adaptive,eas,1,adaptive,101,selector_heavy_updates,3,3,0,0,0,0.0,0.0,0.0
