condition,suite,arity,n,distribution,workers,policy_k,key_count,selector_only,baseline,mode,metric,count,median,minimum,maximum,q1,q3,iqr,expected_pairs
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,graph,adaptive,batch_ms,5,0.9765740314971433,0.9704490334728461,0.9927042348130468,0.9749992111125837,0.9919247195300351,0.01692550841745144,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,graph,adaptive,selector_ms,5,0.9590747424856467,0.9356757840107173,0.9871446003001934,0.9541579209875516,0.9719208106725185,0.017762889684966865,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,graph,lazy,batch_ms,5,1.0011677836865416,0.9823169839561945,1.0182589844184935,0.9979464839703733,1.0139997040563917,0.016053220086018394,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,graph,lazy,selector_ms,5,1.0213186593185368,0.9628469781792821,1.0458712471688796,0.9963025495688592,1.0284950848720942,0.03219253530323496,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,graph,profile,batch_ms,5,0.9685479704889585,0.9617809000137868,0.9773265038761444,0.9630368691965447,0.9715843389709702,0.008547469774425442,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,graph,profile,selector_ms,5,0.9456537291843898,0.94147945457472,0.9529572926314807,0.9451908909969757,0.9468066370288142,0.0016157460318384498,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,native,adaptive,batch_ms,5,0.5677805756984808,0.5661318063222932,0.5797026739390715,0.5675717093391669,0.5748513425922368,0.007279633253069906,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,native,graph,batch_ms,5,0.5797121242865542,0.5717430121027498,0.5973550943366384,0.5795312197326791,0.5823395231782592,0.0028083034455801403,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,native,lazy,batch_ms,5,0.5830195697734551,0.5785216761467628,0.5876444853003763,0.5821824588521165,0.5867920546196346,0.004609595767518071,5
arity-l1-n512-uniform-w1-k2,arity,1,512,uniform,1,2,10000,False,native,profile,batch_ms,5,0.5632392210684086,0.5573820581005836,0.5752749798485628,0.5587795991339967,0.5640237633098107,0.005244164175814081,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,graph,adaptive,batch_ms,5,1.2213735257626397,1.181800953915977,1.252844027670014,1.2183894221050673,1.2474501287333712,0.029060706628303956,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,graph,adaptive,selector_ms,5,1.3466033168096705,1.2770515910297782,1.3958356746759313,1.3063046891828192,1.3813602616438683,0.0750555724610491,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,graph,lazy,batch_ms,5,1.2883618075570018,1.2803011907021526,1.299691432192703,1.2846333782696497,1.2942233450724359,0.00958996680278612,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,graph,lazy,selector_ms,5,1.4605453696330717,1.4254427100584703,1.4844179698723474,1.4455391333035095,1.4678807086383112,0.022341575334801744,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,graph,profile,batch_ms,5,1.2302675945478594,1.211364033756665,1.2444675669511958,1.2181747053070469,1.2308282779268942,0.012653572619847342,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,graph,profile,selector_ms,5,1.3545647689800895,1.3045372497794347,1.3725808645157618,1.3447032239815284,1.3661080173974256,0.021404793415897183,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,native,adaptive,batch_ms,5,0.38248275634058343,0.35843107604158714,0.4126409208861217,0.3737082871766675,0.38581506927240655,0.012106782095739066,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,native,graph,batch_ms,5,0.3067231875101103,0.3032922548030627,0.33784989782586283,0.306611661284565,0.3079513975813326,0.0013397362967675908,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,native,lazy,batch_ms,5,0.39402684456474824,0.39252791654578145,0.435272905045877,0.39255527502579374,0.40024179296822665,0.007686517942432913,5
arity-l1-n512-zipf-w1-k2,arity,1,512,zipf,1,2,10000,False,native,profile,batch_ms,5,0.37738630305118537,0.37155343766894916,0.4115601997220363,0.37313063276156044,0.3832355264872614,0.010104893725700947,5
arity-l1-n8192-uniform-w1-k2,arity,1,8192,uniform,1,2,10000,False,graph,adaptive,batch_ms,5,1.091546503262431,1.0832695992460613,1.155853078654961,1.0903897337416515,1.1009061041358839,0.010516370394232366,5
arity-l1-n8192-uniform-w1-k2,arity,1,8192,uniform,1,2,10000,False,graph,adaptive,selector_ms,5,1.1408491279863322,1.127350537616823,1.2028145473159457,1.1312717153367076,1.178476922636382,0.04720520729967448,5
arity-l1-n8192-uniform-w1-k2,arity,1,8192,uniform,1,2,10000,False,graph,lazy,batch_ms,5,1.334435756576459,1.300383145390318,1.3889085269629782,1.3301638554314714,1.337313688025506,0.007149832594034677,5
arity-l1-n8192-uniform-w1-k2,arity,1,8192,uniform,1,2,10000,False,graph,lazy,selector_ms,5,1.5668058237362534,1.5300355501296972,1.6383815217900102,1.5577127694587691,1.6000156682692488,0.04230289881047966,5
arity-l1-n8192-uniform-w1-k2,arity,1,8192,uniform,1,2,10000,False,graph,profile,batch_ms,5,1.0900446555942744,1.0831637430129202,1.1484666803930519,1.0868263329016281,1.1217634737575237,0.03493714085589561,5
arity-l1-n8192-uniform-w1-k2,arity,1,8192,uniform,1,2,10000,False,graph,profile,selector_ms,5,1.1381091035638868,1.128178287679897,1.1987941896380634,1.1369149654351718,1.1866150812150402,0.04970011577986844,5
arity-l1-n8192-uniform-w1-k2,arity,1,8192,uniform,1,2,10000,False,native,adaptive,batch_ms,5,0.40008413739890497,0.38558548982116864,0.4097118070176923,0.38801755070597294,0.40225584014778665,0.014238289441813712,5
